PLAY,2008,No,
BSAA,BSAT,BSBA,BSBT,BSCA,BSCT,BSFA,BSFT,BSGA,BSGT,BSPA,BSPT,BSSA,BSST,BSTA,BSTT,BSWA,BSWT,EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBOT,PBRE,PBSG,PBSK,PCAR,PCEL,PCMT,PCOL,PCON,PCPH,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PEYE,PFHO,PFLA,PFMK,PFMS,PFNA,PFPB,PGHE,PGID,PGSL,PHAN,PHGT,PHLM,PHSN,PHTN,PICN,PIMP,PINJ,PJEN,PJER,PJMP,PJTY,PKAC,PKPR,PKRT,PLBD,PLBK,PLBP,PLCI,PLCP,PLDT,PLEL,PLHA,PLHS,PLHT,PLHW,PLHY,PLIB,PLJM,PLKN,PLMC,PLMO,PLNA,PLPE,PLPL,PLPm,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSH,PLSM,PLTH,PLTL,PLTR,PLTY,PLWR,PLZC,PMOR,PMPC,PMRR,PNEC,PNEK,POID,POVR,PPBF,PPBK,PPBS,PPLA,PPOS,PPTI,PQBS,PRBF,PRBK,PRBS,PREL,PRHA,PRKN,PRL2,PROL,PRSE,PRSH,PRTH,PRWR,PSA0,PSA1,PSA2,PSA3,PSA4,PSA5,PSA6,PSB0,PSB1,PSB2,PSB3,PSB4,PSB5,PSB6,PSBO,PSHG,PSKH,PSKI,PSPD,PSPL,PSPR,PSTA,PSTM,PSTN,PSTR,PSTY,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOP,PTOR,PTSA,PTUP,PUHE,PUND,PVCO,PVIS,PVSB,PVTS,PWGT,PYCF,PYRP,PYWT,SRRN,TGID,TRBH,TRBR,TRCB,TRCL,TRCT,TRDO,TRDP,TRDS,TRFB,TRFK,TRFP,TRFY,TRHM,TRIC,TRJR,TRPB,TRSB,TRSC,TRSP,TRSW,TRTA,TRTL,TRTR,TRTS,TRWU,TSPM,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,91,32,87,79,58,57,0,0,56,17,65,1,4204,65,4,1,523,65,2,32,1,38,3,67,RobinsonPatrick_9924,0,0,0,57,35,Patrick,0,203,9924,3,0,71,8,8,Miami,0,75,87,21,0,87,0,16,25,45,15407,12,0,62,0,0,0,50,0,49,0,-31,52,76,2,76,1,Robinson,75,100,46,99,80,71,15,22,65,5,55,2,0,15,39,0,77,3,2,45,3,0,9924,76,35,35,35,6,16,0,0,35,35,35,0,50,2,0,0,3,5,2,0,161,210,273,356,0,0,0,250,250,250,250,0,0,0,1000,6,3,1,89,0,0,91,37,0,61,0,2561,6,60,6,6,1,69,12,22,0,6,2000,15,0,0,4,0,530,1470,31,50,10,1,55,27,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0,1,
1,0.15,0.9,0.4,0.95,2.95,1,0.2,1,0.125,0.125,0,1,0.2,0.95,0.2,0.8,0.5,0,1,91,33,89,92,65,62,0,0,54,14,50,1,3226,176,2,1,1110,77,2,27,1,10,3,74,McCourtyDevin_9925,0,0,0,57,45,Devin,0,140,9925,17,0,70,8,31,Nanuet,0,99,95,32,0,89,0,24,22,74,27567,22,1,45,5,0,0,36,0,67,1,-31,67,77,2,82,1,McCourty,77,100,35,99,92,83,12,25,61,18,75,2,1,28,41,10,84,0,0,13,0,0,9925,87,35,35,35,6,17,0,0,35,35,35,0,36,2,0,2,8,18,2,11,260,340,0,0,0,0,0,850,850,0,0,0,0,0,1700,6,1,1,90,0,0,97,40,0,54,0,2043,6,77,6,6,1,77,19,30,0,6,2300,23,0,0,5,3,1876,2876,35,50,10,9,15,22,0,0,2,1,0,0,0,0,0,0,2,0,1,2,0,2,1,1,1,0,0,0,0,0,0,1,
1,0.225,0.925,0.25,1,2.989,0.8,0.2,1,0.05,0.025,0,1,0.05,0.9,0.175,0.5,0.5,0,0,92,32,90,83,70,34,0,0,54,10,50,1,2454,4,3,1,1092,67,2,20,1,11,3,37,JacksonKareem_9927,0,0,0,9,39,Kareem,0,132,9927,0,0,70,2,9,Macon,0,91,90,22,0,89,0,10,10,44,20912,12,0,39,0,0,0,35,0,79,0,-31,52,80,2,74,1,Jackson,73,100,50,99,83,84,10,10,64,18,70,2,1,20,41,24,80,0,0,15,0,0,9927,82,35,30,35,5,17,0,0,35,30,35,0,35,2,0,1,3,18,2,24,250,325,425,0,0,0,0,767,767,766,0,0,0,0,2300,6,2,1,91,0,0,91,22,0,53,0,1611,5,73,5,5,1,67,35,22,0,5,3300,10,0,0,3,3,2100,1200,25,50,9,0,25,4,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,2,1,1,1,0,0,0,0,0,0,1,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,88,32,86,71,62,55,0,0,55,15,65,1,3302,152,0,2,0,59,0,13,5,10,3,65,McManisSherrick_9940,0,0,0,57,35,Sherrick,0,130,9940,10,0,71,8,12,Peoria,0,67,76,27,1,93,0,19,22,74,40367,16,0,57,0,0,0,11,0,67,0,-31,46,75,2,65,1,McManis,70,100,45,99,71,72,30,26,60,6,55,2,1,25,41,21,70,10,0,10,1,0,9940,69,35,35,35,6,18,1,0,35,35,35,0,11,2,31,0,3,6,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,87,0,0,94,35,0,61,0,2087,6,69,6,6,1,75,20,21,0,6,0,13,0,0,0,0,0,0,43,50,10,0,10,1009,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,88,30,83,70,60,42,0,0,51,10,55,1,1036,176,0,0,0,74,0,45,7,10,3,52,CooperMarcus_9944,0,0,0,10,58,Marcus,0,198,9944,17,0,74,2,6,Bloomfield,0,10,93,31,0,90,0,17,22,59,2226,12,1,44,0,0,0,34,0,74,1,-31,52,65,2,64,1,Cooper Sr,78,100,44,99,69,67,20,22,60,21,60,2,0,34,40,0,67,0,1,10,3,0,9944,67,35,35,35,10,16,0,0,35,35,35,0,34,2,0,0,8,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,89,0,0,88,25,0,68,0,6742,10,58,10,10,1,75,20,20,0,10,0,10,0,0,0,3,0,0,37,50,7,0,10,1009,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,
0.9,0.4,0.85,0.3,1,2.9,1,0.25,0.901,0.175,0.1,0,1,0.3,0.973,0.2,0.75,0.5,0,0,88,31,87,73,81,75,0,0,65,26,67,1,388,212,0,1,0,79,0,5,1,10,0,82,BerryEric_9950,4,0,0,71,59,Eric,0,271,9950,0,0,72,3,9,Fairburn,0,10,82,29,0,93,0,12,22,60,60848,23,1,70,0,0,0,5,0,86,1,-31,68,88,2,75,1,Berry,84,100,46,99,75,81,20,45,78,1,83,2,1,55,43,21,83,16,4,10,1,0,9950,78,35,35,35,15,18,0,0,35,35,35,6,5,2,0,1,5,1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,87,1,1,85,1,0,68,0,427,10,73,10,15,1,94,14,20,0,15,0,16,0,0,0,3,0,0,52,50,10,0,20,1009,0,0,2,1,0,0,0,0,0,0,2,0,1,2,0,2,1,1,1,0,0,0,0,0,0,1,
0.856,0.35,0.895,0.3,1,0.1,1,0.25,0.901,0.35,0.1,0,1,0.15,0.973,0.4,0.7,0.5,0,1,91,31,89,96,81,66,0,0,54,22,67,1,4945,215,4,1,1283,80,3,14,1,15,1,77,ThomasIIIEarl_9951,0,0,0,56,45,Earl,0,182,9951,16,0,70,8,42,Orange,0,99,91,29,0,92,0,15,20,77,14897,24,1,71,1,0,0,55,0,87,1,-31,69,85,2,76,1,Thomas III,69,100,55,99,96,80,20,50,79,27,78,2,0,40,41,0,96,16,0,20,1,0,9951,94,35,35,35,10,17,0,0,35,35,35,0,55,2,0,3,1,27,2,0,371,483,628,818,0,0,0,800,800,800,800,0,0,0,3200,6,1,1,90,0,0,87,20,0,56,0,2947,6,80,6,10,1,82,35,30,0,10,5500,28,0,0,4,3,3100,2400,42,50,10,0,30,25,1,0,2,1,0,0,0,0,0,0,2,0,1,2,0,2,1,1,1,0,0,0,0,0,0,1,
0.925,0.55,0.856,0.65,1,2.989,1,0.4,0.975,0.05,0.025,0,1,0.4,0.973,0.425,0.9,0.5,0,0,87,31,83,72,52,40,0,0,57,15,65,1,708,72,0,2,0,69,0,7,3,15,3,55,BurnettMorgan_9954,0,0,0,57,43,Morgan,0,133,9954,10,0,73,8,9,College Park,0,70,85,42,1,91,0,15,20,50,26673,21,0,67,0,0,0,38,0,85,0,-31,66,65,2,63,1,Burnett,66,100,55,99,72,77,20,25,72,21,62,2,0,20,43,0,66,10,0,20,3,0,9954,72,35,35,35,15,18,5,0,35,35,35,0,38,2,0,0,3,21,2,0,50,350,0,0,0,0,0,210,133,0,0,0,0,0,0,6,3,1,86,0,0,92,10,0,58,0,621,10,79,10,15,1,84,35,30,0,15,0,13,0,0,0,3,0,0,49,50,10,0,30,1009,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,
0.608,0.3,0.802,0.354,1,2.9,1,0.25,0.901,0.1,0.1,0,1,0.15,0.973,0.2,0.75,0.5,0,0,89,32,84,87,71,41,0,0,57,15,60,1,2512,71,0,1,0,75,0,32,5,20,0,61,JonesReshad_9956,3,0,0,9,59,Reshad,0,205,9956,16,0,73,2,9,Atlanta,0,92,83,20,0,84,0,25,25,35,51376,24,1,50,0,0,0,39,0,87,0,-31,69,69,2,67,1,Jones,74,100,65,99,87,80,12,46,65,18,61,2,1,45,43,0,77,0,0,25,3,0,9956,80,35,35,35,17,18,12,0,35,35,35,0,39,2,0,1,1,18,2,0,95,92,1312,1159,1050,0,0,279,405,404,405,405,0,0,0,6,1,1,86,0,0,93,40,0,58,0,1733,19,73,23,28,1,70,25,47,0,22,0,23,0,0,0,0,0,0,54,50,10,9,35,1009,1,0,2,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0,1,
0.856,0.325,0.802,0.354,1,2.9,1,0.25,0.901,0.175,0.1,0,1,0.25,0.973,0.255,0.5,0.5,0,0,89,33,82,67,54,26,0,0,62,15,55,1,5226,161,0,1,0,63,0,6,2,10,3,41,WardTJ_9958,0,0,0,10,49,TJ,0,74,9958,15,0,70,2,4,San Francisco,0,10,86,43,0,85,0,15,26,62,26030,24,1,29,0,0,0,39,0,90,0,-31,69,65,2,60,1,Ward,70,100,58,99,70,84,20,42,61,20,62,2,1,40,43,10,65,0,0,10,3,0,9958,71,35,35,35,15,18,0,0,35,35,35,0,39,2,0,0,5,20,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,86,0,0,98,2,0,78,0,3332,10,75,10,15,1,95,12,17,0,15,0,12,0,0,0,2,0,0,40,50,10,0,15,1009,1,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,
0.856,0.325,0.802,0.354,1,2.9,1,0.25,0.901,0.175,0.1,0,1,0.25,0.973,0.255,0.5,0.5,0,0,87,32,82,70,55,34,0,0,57,10,64,1,2899,160,0,2,0,63,0,5,5,10,3,49,LewisKendrick_9959,3,0,0,10,35,Kendrick,0,221,9959,17,0,72,2,17,New Orleans,0,10,80,28,0,88,0,15,20,35,33456,19,1,55,0,0,12,35,0,86,1,-31,64,66,2,59,1,Lewis,77,100,40,99,73,74,15,15,74,4,70,1,1,33,43,22,68,0,0,15,0,0,9959,70,35,35,35,15,17,0,0,35,35,35,12,35,2,0,0,1,4,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,81,0,0,91,41,0,60,0,1896,10,78,10,15,1,86,30,30,0,15,0,18,0,0,0,3,0,0,45,50,10,0,20,1009,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
0.856,0.325,0.802,0.354,1,2.9,1,0.25,0.901,0.175,0.1,0,1,0.25,0.973,0.255,0.5,0.5,0,0,87,32,84,76,54,30,0,0,58,15,60,1,4739,136,0,2,0,67,0,511,63,10,3,45,StewartDarian_9960,0,0,0,47,39,Darian,0,143,9960,17,0,71,12,0,Huntsville,0,10,89,24,1,81,0,19,17,30,9136,24,1,30,0,0,0,28,0,85,1,-31,69,62,2,63,1,Stewart,68,100,63,99,76,78,25,34,60,5,60,2,0,54,43,0,66,17,1,10,0,0,9960,70,35,35,35,6,17,6,0,35,35,35,0,28,2,0,0,1,5,2,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,85,0,0,86,35,0,59,0,4885,6,68,6,6,1,91,22,21,0,6,0,12,0,0,0,3,0,0,54,50,10,0,15,1009,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
0.856,0.325,0.802,0.354,1,2.9,1,0.25,0.901,0.175,0.1,0,1,0.25,0.973,0.255,0.5,0.5,0,0,87,32,82,74,50,17,0,0,54,14,64,1,988,157,0,2,0,72,0,37,7,10,3,32,ColemanKurt_9963,7,0,0,58,54,Kurt,0,69,9963,0,0,71,8,34,Clayton,0,46,88,28,0,83,0,10,24,30,2864,21,1,25,0,0,0,38,0,75,1,-31,66,62,2,57,1,Coleman,64,100,44,99,74,77,20,45,61,21,50,2,1,55,41,21,63,17,0,13,3,0,9963,65,35,35,35,6,17,3,0,35,35,35,0,38,2,0,0,5,21,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,84,0,0,95,10,0,55,0,772,6,65,6,6,1,75,13,11,0,6,0,17,0,0,0,3,0,0,48,50,10,0,15,1009,0,0,2,0,0,0,0,0,0,0,2,0,1,2,0,2,0,1,1,0,0,0,0,0,0,1,
0.7,0.35,0.85,0.6,0.9,0.01,1,0.5,0.85,0.2,0,0,0.3,0.3,0.7,0.4,0.75,0.5,0,0,82,30,73,82,74,47,0,0,40,12,70,4,6046,246,4,0,488,87,3,511,63,47,3,42,DoyleJack_9968,0,0,0,56,20,Jack,0,167,9968,0,0,78,8,13,Indianapolis,0,90,83,84,0,73,0,22,21,10,10802,58,1,84,0,0,0,42,0,15,0,-31,71,62,2,12,1,Doyle,10,100,20,99,15,40,59,78,76,10,55,2,0,70,15,11,14,0,0,64,2,0,9968,80,64,65,65,6,4,0,0,71,76,75,0,42,2,0,0,12,10,2,11,149,194,252,330,0,0,0,294,294,294,293,0,0,0,1175,6,0,0,77,0,0,82,20,0,80,0,6746,6,45,10,15,1,75,25,22,0,10,2100,15,0,0,4,0,1025,1639,102,50,7,7,62,10,0,0,4,0,1,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,
0.753,0.502,0.75,0.65,1,0.148,1,0.5,0.905,0.4,0.035,0,1,0.5,1,0.456,0.5,0.5,0,0,80,30,67,60,44,34,0,0,55,15,65,2,5734,227,0,0,0,60,0,511,63,40,3,26,McDermottKevin_9985,0,0,0,59,10,Kevin,0,39,9985,3,0,77,8,4,Los Angeles,0,54,92,47,0,65,0,18,29,10,24626,60,0,60,0,0,0,0,0,52,1,-31,75,42,1,15,1,McDermott,25,100,10,99,39,62,25,40,55,7,44,2,1,52,13,0,15,3,0,45,1,0,9985,50,58,64,63,9,4,0,0,34,52,39,0,0,1,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,71,0,0,79,90,0,64,0,6779,9,50,9,9,1,96,22,22,0,9,0,10,0,0,0,0,0,0,80,50,7,0,50,1009,0,0,4,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,
0.6,0.17,0.81,0.455,0.802,0.103,1,0.7,0.601,0.2,0.1,0,1,0.705,0.897,0.513,0.5,0.5,0,0,90,33,91,55,74,66,0,0,25,68,75,1,5257,225,0,1,0,73,0,30,6,29,3,75,WebbJoe_10017,2,0,1,99,10,Joe,0,273,10017,3,0,76,14,0,Birmingham,0,16,87,5,0,93,0,24,25,75,29998,20,1,62,0,0,0,35,0,12,1,-31,30,77,2,15,1,Webb III,10,100,10,99,15,47,68,36,74,18,73,2,1,66,3,0,20,3,0,39,0,0,10017,45,15,25,25,69,0,32,0,15,26,15,0,35,2,0,0,3,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,87,0,0,85,45,0,67,0,4917,52,33,59,67,1,72,66,68,0,77,0,64,0,0,0,3,0,0,75,50,10,1,49,1009,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,2,0,0,1,
1,2.15,0.954,2.425,1,0.02,0.7,0.8,0.8,0.5,0.115,0,0.7,0.8,1,2.675,0.5,0.5,0,0,81,34,67,64,21,17,0,0,67,12,40,1,368,216,0,1,0,39,0,511,63,2,4,27,BennettMichael_10036,0,0,0,22,71,Michael,0,269,10036,0,0,76,6,42,Alief,0,43,86,79,0,82,0,20,30,10,27949,21,0,10,0,0,0,45,0,73,1,-31,91,40,2,25,1,Bennett,35,100,67,99,66,78,12,10,20,11,30,2,1,33,26,0,35,0,0,3,1,0,10036,63,45,45,45,6,20,11,0,45,45,45,0,45,2,0,1,15,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,70,3,3,73,20,0,79,0,4553,6,77,6,6,1,78,20,10,0,6,0,14,0,0,0,0,0,0,114,50,11,0,10,1009,0,0,3,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,
1,2.407,0.8,2.353,0.658,2.681,1,2.481,0.902,2.461,0.102,0,1,2.481,1,2.415,0.5,0.5,0,0,78,32,61,72,10,17,0,0,25,12,40,1,5257,248,0,0,0,21,0,11,7,15,3,17,WebbJMarcus_10038,0,0,0,42,10,J'Marcus,0,130,10038,0,0,79,7,42,Mesquite,0,61,87,61,0,66,0,11,12,10,41904,64,0,15,0,0,0,14,0,25,0,-31,68,10,1,13,1,Webb,10,100,10,99,20,31,15,10,19,7,10,2,0,10,21,17,20,0,0,15,2,0,10038,64,69,72,74,6,5,12,0,57,61,59,0,14,1,0,0,5,7,2,17,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,59,0,0,79,0,0,86,0,4916,6,35,6,6,1,85,13,18,0,6,0,15,0,0,0,0,0,0,171,50,8,0,15,1009,0,0,4,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,
0.806,0.375,0.8,0.7,1,0.175,1,0.55,1,0.3,0.05,0,1,0.4,1,0.425,0.7,0.5,0,0,89,32,77,73,80,75,0,0,25,24,83,1,2445,351,0,2,0,64,0,511,63,44,3,67,IvoryChris_10055,0,0,0,90,10,Chris,0,222,10055,0,0,72,7,42,Longview,0,10,83,33,1,77,0,25,25,62,45360,34,0,56,0,0,0,30,0,20,0,-31,20,80,2,13,1,Ivory,20,100,10,99,15,55,54,85,57,6,84,2,0,87,4,0,25,0,0,52,1,0,10055,71,34,46,39,10,1,0,0,30,40,30,0,30,2,31,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,87,0,0,82,0,0,84,0,4699,10,35,10,10,1,69,36,36,0,10,0,16,0,0,0,0,0,0,63,50,10,0,59,1009,0,0,4,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
1,2.507,0.8,2.353,0.758,2.681,1,2.481,0.902,2.461,0.102,0,1,2.581,1,2.415,0.5,0.5,0,0,73,33,60,69,10,6,0,0,27,12,40,1,2349,151,0,2,0,20,0,511,63,5,3,12,HowardAustin_10094,0,0,0,58,10,Austin,0,183,10094,0,0,79,8,14,Davenport,0,10,90,78,0,70,0,15,16,10,45359,75,0,10,0,0,0,2,0,33,0,-31,81,10,1,12,1,Howard,10,100,30,99,10,28,12,30,12,11,10,2,0,20,20,17,12,0,0,5,2,0,10094,62,67,71,72,6,9,0,0,63,64,65,0,2,1,0,0,5,11,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,55,3,3,80,0,0,87,0,4688,6,27,6,6,1,75,30,37,0,6,0,15,0,0,0,0,0,0,170,50,10,0,10,1009,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
0.753,0.502,0.75,0.65,1,0.148,1,0.5,0.905,0.4,0.035,0,1,0.5,1,0.456,0.5,0.5,0,0,79,33,71,81,59,43,0,0,41,12,69,0,3824,227,0,2,0,73,0,511,63,54,3,31,PaulsenLogan_10099,0,0,0,73,10,Logan,0,280,10099,0,0,77,3,4,Northridge,0,10,89,82,1,67,0,19,29,10,53423,51,1,72,0,0,6,39,0,25,0,-31,66,65,2,18,1,Paulsen,25,100,10,99,14,42,66,71,71,10,62,2,0,64,15,0,29,0,0,59,1,0,10099,68,54,62,61,6,4,0,0,59,59,55,0,39,2,31,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,72,0,0,87,0,0,76,0,4825,6,39,10,15,1,82,22,25,0,10,0,15,0,0,0,0,0,0,108,50,10,0,64,1009,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,
1,2.357,1,2.445,0.954,2.746,0.8,2.575,0.852,2.72,0.235,0,1,2.675,0.802,2.475,0.5,0.5,0,0,69,34,54,76,10,10,0,0,23,12,35,1,933,195,0,2,0,25,0,511,63,5,3,20,ClarkChris_10107,0,0,0,41,10,Chris,0,197,10107,3,0,77,7,17,New Orleans,0,57,87,77,0,54,0,18,17,10,3245,77,0,10,0,0,0,13,0,12,0,-31,77,10,1,12,1,Clark,10,100,10,99,13,28,12,10,12,11,10,2,0,10,19,17,29,3,0,5,2,0,10107,63,65,70,73,6,9,32,0,62,60,59,0,13,1,0,0,5,11,2,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,58,3,3,72,95,0,86,0,4600,6,33,6,6,1,71,14,23,0,6,0,14,0,0,0,0,0,0,145,50,11,0,10,1009,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,
0.916,2.325,1,2.267,1,2.285,0.6,2.155,0.983,2.325,0,0,1,2.355,1,2.225,0.5,0.5,0,0,77,33,62,80,25,24,0,0,76,12,30,1,2984,55,0,2,0,30,0,511,63,2,3,39,LoveKyle_10116,0,0,0,103,60,Kyle,0,199,10116,0,0,73,14,9,College Park,0,66,84,77,0,55,0,20,20,10,38190,28,0,10,0,0,0,14,0,77,0,-31,78,35,2,25,1,Love,15,100,75,99,79,77,12,35,15,11,25,2,0,30,30,21,36,0,0,3,2,0,10116,70,45,45,45,6,12,21,0,45,45,45,0,14,2,0,0,5,11,2,21,115,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,0,1,57,3,3,76,22,0,87,0,4754,6,80,6,6,1,75,30,30,0,6,0,16,0,0,0,3,0,0,150,50,9,4,10,1009,0,1,4,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,89,32,85,76,54,56,0,0,53,16,55,1,629,356,0,2,0,68,0,511,63,10,3,66,BrockTramaine_10123,0,0,0,10,27,Tramaine,0,210,10123,1,0,72,2,23,Gulfport,0,61,93,35,0,88,0,21,29,50,41904,18,1,20,0,0,0,46,0,52,1,-31,48,79,2,66,1,Brock Sr,76,100,25,99,76,73,12,15,61,18,70,2,1,10,38,0,69,0,1,10,3,0,10123,70,35,35,35,6,16,30,0,35,35,35,0,46,2,0,0,8,18,2,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,86,0,0,90,32,0,63,0,4567,6,65,6,6,1,70,21,21,0,6,0,17,0,0,0,3,0,0,28,50,10,0,20,1009,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,
1,2.507,0.8,2.353,0.758,2.681,1,2.481,0.902,2.461,0.102,0,1,2.581,1,2.415,0.5,0.5,0,0,71,34,63,81,10,9,0,0,25,12,25,1,3795,160,0,1,0,21,0,511,63,5,3,17,ParnellJermey_10141,0,0,0,61,10,Jermey,0,137,10141,0,0,78,8,3,Blytheville,0,63,88,73,0,51,0,11,12,10,41774,76,0,15,0,0,22,14,0,25,0,-31,80,10,1,13,1,Parnell,10,100,10,99,25,31,15,10,15,11,10,2,0,10,20,11,20,0,0,5,2,0,10141,67,71,73,71,6,9,27,0,72,74,70,0,14,1,31,0,5,11,2,11,185,241,0,0,0,0,0,142,142,0,0,0,0,0,0,6,0,1,62,0,0,81,0,0,83,0,4820,6,25,6,6,1,74,13,18,0,6,0,13,0,0,0,0,0,0,166,50,11,0,15,1009,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,
0.916,2.425,1,2.45,1,2.485,0.6,2.155,0.983,2.6,0,0,1,2.65,1,2.6,0.5,0.5,0,1,78,34,65,85,10,10,0,0,83,12,40,1,3298,221,1,1,300,33,1,511,63,3,3,10,McLendonSteve_10142,0,0,0,59,52,Steve,0,135,10142,0,0,75,8,0,Ozark,0,80,90,99,0,67,0,25,20,10,6190,35,0,15,2,0,0,38,0,72,0,-31,85,10,1,15,1,McLendon,10,100,68,99,86,80,15,10,15,6,10,2,1,10,28,0,20,0,0,7,2,0,10142,79,45,45,45,6,12,0,0,45,45,45,0,38,1,0,0,5,6,2,0,135,0,0,0,0,0,0,165,0,0,0,0,0,0,165,6,1,1,62,0,0,48,0,0,86,0,4781,6,86,6,6,1,80,22,35,0,6,300,17,0,0,2,0,224,301,150,50,11,3,15,18,0,0,4,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,
0.6,0.17,0.81,0.455,0.976,0.103,1,0.7,0.601,0.2,0.1,0,1,0.705,0.897,0.513,0.5,0.5,0,0,84,30,77,68,70,55,0,0,25,70,50,0,1740,123,0,0,0,28,0,10,1,12,3,59,GabbertBlaine_10435,2,0,1,31,10,Blaine,0,27,10435,22,0,76,7,24,Ballwin,0,10,90,11,2,74,0,22,22,10,31921,11,0,15,0,0,0,38,0,15,1,-31,21,71,1,11,1,Gabbert,10,100,10,99,32,30,15,46,15,11,65,2,1,30,3,11,31,22,0,14,0,0,10435,58,19,24,15,76,0,6,1,11,20,11,0,0,1,0,0,1,11,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,81,0,0,88,45,24,66,0,4367,62,26,69,83,1,89,81,82,0,76,0,68,0,0,0,0,0,0,75,50,9,0,15,1009,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,2,1,0,2,
